Postal Code,Place Name,State,County,Latitude,Longitude
440-0827,Ikemichou,Aichiken,Toyohashishi,34.7614,137.4126
440-0831,Nishiiwata,Aichiken,Toyohashishi,34.7527,137.4193
440-0833,"Imurechounishiyama,Takayama",Aichiken,Toyohashishi,34.7497,137.4144
440-0834,Imurekita,Aichiken,Toyohashishi,34.7464,137.4244
440-0835,Imureminami,Aichiken,Toyohashishi,34.7424,137.4244
440-0836,Imurechou(Sonota),Aichiken,Toyohashishi,34.7436,137.4259
440-0838,Minowachou,Aichiken,Toyohashishi,34.7526,137.4116
440-0841,Nishiguchichou,Aichiken,Toyohashishi,34.7424,137.4167
440-0842,Iwayachou,Aichiken,Toyohashishi,34.7374,137.423
440-0843,Higashimiyukichou,Aichiken,Toyohashishi,34.7345,137.4178
440-0851,Maedaminamimachi,Aichiken,Toyohashishi,34.7551,137.3934
440-0854,Yamadachou(Sonota),Aichiken,Toyohashishi,34.7463,137.3927
440-0855,Higashikoikechou,Aichiken,Toyohashishi,34.7499,137.3938
440-0856,Kagitachou,Aichiken,Toyohashishi,34.7525,137.3907
440-0857,Douurachou,Aichiken,Toyohashishi,34.7531,137.3889
440-0858,Tsutsujigaoka,Aichiken,Toyohashishi,34.7452,137.4009
440-0861,Mukaiyamanishimachi,Aichiken,Toyohashishi,34.7598,137.403
440-0862,Mukaiyamaooikechou,Aichiken,Toyohashishi,34.7568,137.4041
440-0863,Mukaiyamahigashimachi,Aichiken,Toyohashishi,34.7546,137.4072
440-0864,Mukaiyamachou,Aichiken,Toyohashishi,34.753,137.4022
440-0865,Mukaiyamadaimachi,Aichiken,Toyohashishi,34.7581,137.4009
440-0871,Shinyoshichou,Aichiken,Toyohashishi,34.7632,137.393
440-0872,Maedanakamachi,Aichiken,Toyohashishi,34.7605,137.3932
440-0873,Konawatechou,Aichiken,Toyohashishi,34.7587,137.3962
440-0874,Higashimatsuyamachou,Aichiken,Toyohashishi,34.7575,137.3906
440-0875,Nakamatsuyamachou,Aichiken,Toyohashishi,34.7579,137.3889
440-0876,Nishimatsuyamachou,Aichiken,Toyohashishi,34.758,137.387
440-0877,Minamimatsuyamachou,Aichiken,Toyohashishi,34.7558,137.3884
440-0881,Hirokouji,Aichiken,Toyohashishi,34.7641,137.386
440-0882,Shinmeichou,Aichiken,Toyohashishi,34.7629,137.3912
440-0883,Shinkawachou,Aichiken,Toyohashishi,34.7612,137.3889
440-0884,Daikokuchou,Aichiken,Toyohashishi,34.7606,137.391
440-0885,Nakashibachou,Aichiken,Toyohashishi,34.7597,137.3889
440-0886,Higashiodawarachou,Aichiken,Toyohashishi,34.7607,137.3869
440-0887,Nishiodawarachou,Aichiken,Toyohashishi,34.7604,137.3853
440-0888,Ekimaeoodoori,Aichiken,Toyohashishi,34.7628,137.3862
440-0891,Sekiyachou,Aichiken,Toyohashishi,34.7693,137.3882
440-0892,Shinhonmachi,Aichiken,Toyohashishi,34.7666,137.3869
440-0893,Fudagichou,Aichiken,Toyohashishi,34.7667,137.3897
440-0894,Uomachi,Aichiken,Toyohashishi,34.7654,137.3893
440-0895,Hanazonochou,Aichiken,Toyohashishi,34.7652,137.3878
440-0896,Kayamachi,Aichiken,Toyohashishi,34.7655,137.3856
440-0897,Matsubachou,Aichiken,Toyohashishi,34.7661,137.3843
441-0100,Ikanikeisaiganaibaai,Aichiken,Hoigunkozakaichou,34.806,137.3586
441-0101,Shuku,Aichiken,Hoigunkozakaichou,34.8069,137.36
441-0102,Shinoduka,Aichiken,Hoigunkozakaichou,34.8032,137.3702
441-0103,Kozakai,Aichiken,Hoigunkozakaichou,34.7981,137.3627
441-0104,Hirai,Aichiken,Hoigunkozakaichou,34.792,137.3552
441-0105,Ina,Aichiken,Hoigunkozakaichou,34.8024,137.3483
441-0106,Misono,Aichiken,Hoigunkozakaichou,34.8067,137.3474
441-0151,Hishikinochou,Aichiken,Toyohashishi,34.7877,137.3464
441-0152,Maeshibachou,Aichiken,Toyohashishi,34.7826,137.3383
441-0153,Shinnishihamachou,Aichiken,Toyohashishi,34.7846,137.3178
441-0154,Umeyabunishimachi,Aichiken,Toyohashishi,34.7893,137.3266
441-0155,Umeyabuchou,Aichiken,Toyohashishi,34.7907,137.327
441-0156,Nishihamachou,Aichiken,Toyohashishi,34.7858,137.33
441-0200,Ikanikeisaiganaibaai,Aichiken,Hoigun'Otowachou,34.8752,137.2774
441-0201,Hagi,Aichiken,Hoigun'Otowachou,34.8745,137.3278
441-0202,Akasaka,Aichiken,Hoigun'Otowachou,34.8573,137.3084
441-0203,Nagasawa,Aichiken,Hoigun'Otowachou,34.8699,137.2927
441-0204,Akasakadai,Aichiken,Hoigun'Otowachou,34.87,137.3079
441-0211,Goyuchou(Sonota),Aichiken,Toyokawashi,34.8455,137.3193
441-0212,Goyuchou(Haseyama),Aichiken,Toyokawashi,34.8515,137.3243
441-0213,Goyuchou(Kumigatani),Aichiken,Toyokawashi,34.8501,137.3248
441-0214,Goyuchou(Higashama),Aichiken,Toyokawashi,34.8495,137.3246
441-0215,Goyuchou(Hourokudo),Aichiken,Toyokawashi,34.8494,137.3203
441-0300,Ikanikeisaiganaibaai,Aichiken,Hoigunmitochou,34.7891,137.3111
441-0301,Kamisawaki,Aichiken,Hoigunmitochou,34.8159,137.3354
441-0302,Shimosawaki,Aichiken,Hoigunmitochou,34.8058,137.3263
441-0303,Shimosawakishinden,Aichiken,Hoigunmitochou,34.7952,137.3213
441-0304,Sawakihama,Aichiken,Hoigunmitochou,34.7889,137.3116
441-0311,Onma,Aichiken,Hoigunmitochou,34.8054,137.3159
441-0312,Nishigata,Aichiken,Hoigunmitochou,34.812,137.3149
441-0313,Nagino,Aichiken,Hoigunmitochou,34.8134,137.3093
441-0314,Miyukihama,Aichiken,Hoigunmitochou,34.8084,137.3009
441-0315,Ookusa,Aichiken,Hoigunmitochou,34.8118,137.3029
441-0316,Akane,Aichiken,Hoigunmitochou,34.8161,137.2997
441-0321,Hiroishi,Aichiken,Hoigunmitochou,34.8243,137.315
441-0322,Toyosawa,Aichiken,Hoigunmitochou,34.8292,137.3082
441-0323,Kaneno,Aichiken,Hoigunmitochou,34.8404,137.2883
441-1101,Kamochou,Aichiken,Toyohashishi,34.8373,137.4358
441-1102,Ishimakinishikawachou,Aichiken,Toyohashishi,34.8429,137.4605
441-1103,Ishimakihagihirachou,Aichiken,Toyohashishi,34.8345,137.4747
441-1104,Ishimakinakayamachou,Aichiken,Toyohashishi,34.8221,137.4819
441-1105,Ishimakihiranochou,Aichiken,Toyohashishi,34.8283,137.4641
441-1106,Ishimakionodachou,Aichiken,Toyohashishi,34.8253,137.4449
441-1111,Susechou,Aichiken,Toyohashishi,34.8011,137.4692
441-1112,Ishimakichou,Aichiken,Toyohashishi,34.7872,137.4439
441-1113,Higashimorioka,Aichiken,Toyohashishi,34.7863,137.4312
441-1114,Moriokachou,Aichiken,Toyohashishi,34.7877,137.4276
441-1115,Ishimakihonmachi,Aichiken,Toyohashishi,34.8026,137.4391
441-1201,Toujou,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1204,Nishibara,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1205,Oogi,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1206,Shinoda,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1211,Ejima,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1212,Kanazawa,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1221,Matsubara,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1222,Toyotsu,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1231,Ichinomiya,Aichiken,Hoigun'Ichinomiyachou,34.8283,137.3727
441-1300,Ikanikeisaiganaibaai,Aichiken,Shinshiroshi,34.8836,137.4592
441-1301,Yabe,Aichiken,Shinshiroshi,34.9188,137.5056
441-1302,Tominaga,Aichiken,Shinshiroshi,34.9145,137.5141
441-1303,Ushigura,Aichiken,Shinshiroshi,34.9282,137.5152
441-1304,Oomiya,Aichiken,Shinshiroshi,34.9198,137.5205
441-1305,Takehiro,Aichiken,Shinshiroshi,34.9158,137.5261
441-1306,Kawaji,Aichiken,Shinshiroshi,34.9105,137.5261
441-1307,Tomizawa,Aichiken,Shinshiroshi,34.9091,137.5144
441-1311,Sunaga,Aichiken,Shinshiroshi,34.9294,137.5261
441-1312,Asaya,Aichiken,Shinshiroshi,34.9353,137.533
441-1313,Suzawa,Aichiken,Shinshiroshi,34.9438,137.5392
441-1314,Yokogawa,Aichiken,Shinshiroshi,34.9485,137.549
441-1315,Oomi,Aichiken,Shinshiroshi,34.9319,137.5492
441-1316,Midorigaoka,Aichiken,Shinshiroshi,34.9273,137.5476
441-1317,Arumi,Aichiken,Shinshiroshi,34.9205,137.5494
441-1318,Yatsukaho,Aichiken,Shinshiroshi,34.9217,137.5339
441-1321,Ichikawa,Aichiken,Shinshiroshi,34.9076,137.5609
441-1322,Hiyoshi,Aichiken,Shinshiroshi,34.9016,137.5259
441-1323,Yoshikawa,Aichiken,Shinshiroshi,34.8853,137.5496
441-1325,Nihonmatsu,Aichiken,Shinshiroshi,34.9007,137.5088
441-1326,Nakano,Aichiken,Shinshiroshi,34.9004,137.5052
441-1327,Katsuobuchi,Aichiken,Shinshiroshi,34.9225,137.5205
441-1329,Kasaiwa,Aichiken,Shinshiroshi,34.8962,137.5038
441-1331,Niwano,Aichiken,Shinshiroshi,34.8883,137.4986
441-1332,Kuroda,Aichiken,Shinshiroshi,34.87,137.5128
441-1333,Obata,Aichiken,Shinshiroshi,34.8653,137.5432
441-1334,Nakauri,Aichiken,Shinshiroshi,34.8583,137.5328
441-1335,Tomioka,Aichiken,Shinshiroshi,34.855,137.5074
441-1337,Yanai,Aichiken,Shinshiroshi,34.8671,137.4624
441-1338,Hitokuwada,Aichiken,Shinshiroshi,34.873,137.4886
441-1341,Sugiyama,Aichiken,Shinshiroshi,34.9007,137.4857
441-1342,Ishida,Aichiken,Shinshiroshi,34.8943,137.4902
441-1343,Noda,Aichiken,Shinshiroshi,34.8879,137.4758
441-1344,Noda(Ueichiba),Aichiken,Shinshiroshi,34.8865,137.4703
441-1345,Toyoshima,Aichiken,Shinshiroshi,34.8792,137.4678
441-1346,Kawada,Aichiken,Shinshiroshi,34.8822,137.4571
441-1347,Kawada(Honguudou),Aichiken,Shinshiroshi,34.8865,137.4531
441-1351,Inagi,Aichiken,Shinshiroshi,34.8926,137.4677
441-1352,Toyosaka,Aichiken,Shinshiroshi,34.9025,137.4734
441-1353,Tokusada,Aichiken,Shinshiroshi,34.9114,137.4842
441-1354,Katayama,Aichiken,Shinshiroshi,34.9083,137.4938
441-1355,Kamihirai,Aichiken,Shinshiroshi,34.9134,137.4997
441-1361,Hirai(Sonota),Aichiken,Shinshiroshi,34.9071,137.5059
441-1363,Higashiokino,Aichiken,Shinshiroshi,34.9026,137.5083
441-1364,Okino,Aichiken,Shinshiroshi,34.903,137.5052
441-1365,Ishinagou,Aichiken,Shinshiroshi,34.9018,137.5046
441-1366,Mukaino,Aichiken,Shinshiroshi,34.8994,137.5034
441-1367,Fudagi,Aichiken,Shinshiroshi,34.9008,137.5022
441-1368,Yashiki,Aichiken,Shinshiroshi,34.9036,137.5032
441-1371,Jouhoku,Aichiken,Shinshiroshi,34.9062,137.4964
441-1372,Urano,Aichiken,Shinshiroshi,34.9031,137.4983
441-1373,Nishishinmachi,Aichiken,Shinshiroshi,34.9024,137.5013
441-1374,Machinami,Aichiken,Shinshiroshi,34.9001,137.4962
441-1375,Matoba,Aichiken,Shinshiroshi,34.9026,137.4963
441-1376,Miyanomae,Aichiken,Shinshiroshi,34.9013,137.4947
441-1377,Miyanonishi,Aichiken,Shinshiroshi,34.9007,137.4928
441-1378,Miyanoushiro,Aichiken,Shinshiroshi,34.904,137.4938
441-1381,Shitagawa,Aichiken,Shinshiroshi,34.9003,137.4998
441-1382,Takinoue,Aichiken,Shinshiroshi,34.8976,137.5022
441-1383,Higashiirifune,Aichiken,Shinshiroshi,34.8988,137.4987
441-1384,Nishiirifune,Aichiken,Shinshiroshi,34.8977,137.4959
441-1385,Hachiman,Aichiken,Shinshiroshi,34.8975,137.4928
441-1386,Minamibata,Aichiken,Shinshiroshi,34.897,137.4897
441-1387,Kitabata,Aichiken,Shinshiroshi,34.8983,137.4899
441-1388,Hashimukou,Aichiken,Shinshiroshi,34.8985,137.4919
441-1401,Moriyoshi,Aichiken,Minamishitaraguntsukudemura,35.054,137.4896
441-1403,Zenbu,Aichiken,Minamishitaraguntsukudemura,35.0162,137.4557
441-1404,Suganuma,Aichiken,Minamishitaraguntsukudemura,35.0366,137.4622
441-1411,Iwanami,Aichiken,Minamishitaraguntsukudemura,34.9971,137.4543
441-1412,Kamogaya,Aichiken,Minamishitaraguntsukudemura,34.9725,137.4357
441-1413,Shiratori,Aichiken,Minamishitaraguntsukudemura,34.9525,137.4187
441-1414,Kiyooka,Aichiken,Minamishitaraguntsukudemura,34.9654,137.421
441-1421,Kurose,Aichiken,Minamishitaraguntsukudemura,35.0117,137.4451
441-1423,Takasato,Aichiken,Minamishitaraguntsukudemura,34.977,137.4244
441-1532,Takamatsu,Aichiken,Minamishitaraguntsukudemura,34.9569,137.4558
441-1533,Awara,Aichiken,Minamishitaraguntsukudemura,34.9959,137.4355
441-1534,Tashiro,Aichiken,Minamishitaraguntsukudemura,34.9454,137.4763
441-1535,Sugidaira,Aichiken,Minamishitaraguntsukudemura,34.9426,137.4554
441-1601,Kawai,Aichiken,Minamishitaragunhouraichou,35.0035,137.6658
441-1602,Ikeba,Aichiken,Minamishitaragunhouraichou,35.022,137.6972
441-1603,Myougou,Aichiken,Minamishitaragunhouraichou,34.9957,137.6557
441-1604,Nakoe,Aichiken,Minamishitaragunhouraichou,34.9884,137.6269
441-1605,Notose,Aichiken,Minamishitaragunhouraichou,34.9786,137.6158
441-1611,Nanasatoisshiki,Aichiken,Minamishitaragunhouraichou,34.9654,137.6818
441-1612,Suyama,Aichiken,Minamishitaragunhouraichou,34.9575,137.6542
441-1613,Hosokawa,Aichiken,Minamishitaragunhouraichou,34.9563,137.6301
441-1614,Mutsudaira,Aichiken,Minamishitaragunhouraichou,34.9483,137.6172
441-1615,Oono,Aichiken,Minamishitaragunhouraichou,34.9487,137.6055
441-1616,Ishiro,Aichiken,Minamishitaragunhouraichou,34.961,137.6121
441-1621,Shimoyoshida,Aichiken,Minamishitaragunhouraichou,34.9114,137.615
441-1622,Kamiyoshida,Aichiken,Minamishitaragunhouraichou,34.8991,137.6005
441-1623,Tsugeno,Aichiken,Minamishitaragunhouraichou,34.87,137.5807
441-1624,Takenowa,Aichiken,Minamishitaragunhouraichou,34.8907,137.5834
441-1631,Toyooka,Aichiken,Minamishitaragunhouraichou,34.9726,137.6162
441-1632,Tomisaka,Aichiken,Minamishitaragunhouraichou,34.9434,137.5936
441-1633,Norimoto,Aichiken,Minamishitaragunhouraichou,34.923,137.5725
441-1634,Nagashino,Aichiken,Minamishitaragunhouraichou,34.9297,137.5666
441-1636,Tomiyasu,Aichiken,Minamishitaragunhouraichou,34.9477,137.5703
441-1693,Kadoya(Houraiji7banchi),Aichiken,Minamishitaragunhouraichou,34.9748,137.5887
441-1941,Rengou,Aichiken,Minamishitaragunhouraichou,35.0439,137.552
441-1942,Yotsuya,Aichiken,Minamishitaragunhouraichou,35.0485,137.5681
441-1943,Ebi,Aichiken,Minamishitaragunhouraichou,35.0268,137.5592
441-1944,Kadoya(Sonota),Aichiken,Minamishitaragunhouraichou,34.9678,137.5735
441-1945,Kuroze,Aichiken,Minamishitaragunhouraichou,34.9849,137.5583
441-1946,Fukugawa,Aichiken,Minamishitaragunhouraichou,35.0122,137.5574
441-1951,Aigou,Aichiken,Minamishitaragunhouraichou,35.0232,137.5147
441-1952,Nakajima,Aichiken,Minamishitaragunhouraichou,35.0182,137.5262
441-1953,Isshiki,Aichiken,Minamishitaragunhouraichou,34.9911,137.5116
441-1954,Tadamochi,Aichiken,Minamishitaragunhouraichou,34.9924,137.5236
441-1955,Furi,Aichiken,Minamishitaragunhouraichou,34.9858,137.5222
441-1956,Shiose,Aichiken,Minamishitaragunhouraichou,34.9831,137.4973
441-2221,Damine,Aichiken,Kitashitaragunshitarachou,35.0666,137.5243
441-2222,Tanai,Aichiken,Kitashitaragunshitarachou,35.068,137.5481
441-2223,Mitsuhashi,Aichiken,Kitashitaragunshitarachou,35.0609,137.5183
441-2224,Toyokuni,Aichiken,Kitashitaragunshitarachou,35.0748,137.4669
441-2300,Ikanikeisaiganaibaai,Aichiken,Kitashitaragunshitarachou,35.093,137.5705
441-2301,Taguchi,Aichiken,Kitashitaragunshitarachou,35.097,137.572
441-2302,Kiyosaki,Aichiken,Kitashitaragunshitarachou,35.0759,137.5633
441-2303,Matsudo,Aichiken,Kitashitaragunshitarachou,35.0955,137.5513
441-2311,Yatsuhashi,Aichiken,Kitashitaragunshitarachou,35.1289,137.5891
441-2312,Nagae,Aichiken,Kitashitaragunshitarachou,35.1113,137.5965
441-2313,Waichi,Aichiken,Kitashitaragunshitarachou,35.0924,137.5954
441-2314,Hirayama,Aichiken,Kitashitaragunshitarachou,35.0886,137.6138
441-2315,Kada,Aichiken,Kitashitaragunshitarachou,35.0717,137.6166
441-2316,Arou,Aichiken,Kitashitaragunshitarachou,35.0874,137.5871
441-2317,Komatsu,Aichiken,Kitashitaragunshitarachou,35.1051,137.5828
441-2431,Nishinagura(Sonota),Aichiken,Kitashitaragunshitarachou,35.1702,137.5287
441-2432,Higashinagura,Aichiken,Kitashitaragunshitarachou,35.1466,137.5468
441-2433,Kawamuki,Aichiken,Kitashitaragunshitarachou,35.1193,137.561
441-2434,Oonagura,Aichiken,Kitashitaragunshitarachou,35.1094,137.5459
441-2511,Oonose,Aichiken,Higashikamogun'Inabuchou,35.2645,137.5387
441-2512,Noiri,Aichiken,Higashikamogun'Inabuchou,35.2284,137.5409
441-2513,Inahashi,Aichiken,Higashikamogun'Inabuchou,35.2127,137.5128
441-2514,Nakatou,Aichiken,Higashikamogun'Inabuchou,35.1939,137.5175
441-2515,Natsuyake,Aichiken,Higashikamogun'Inabuchou,35.2212,137.519
441-2516,Oshiyama,Aichiken,Higashikamogun'Inabuchou,35.253,137.4957
441-2517,Kawate,Aichiken,Higashikamogun'Inabuchou,35.2483,137.4809
441-2521,Kuwabara,Aichiken,Higashikamogun'Inabuchou,35.2164,137.5034
441-2522,Busetsumachi,Aichiken,Higashikamogun'Inabuchou,35.2155,137.5041
441-2523,Goshogaitsu,Aichiken,Higashikamogun'Inabuchou,35.2181,137.4933
441-2524,Kuroda,Aichiken,Higashikamogun'Inabuchou,35.2072,137.4773
441-2525,Otagi,Aichiken,Higashikamogun'Inabuchou,35.186,137.453
441-2526,Tominaga,Aichiken,Higashikamogun'Inabuchou,35.2049,137.4545
441-2531,Nishinagura(Okinotaira),Aichiken,Kitashitaragunshitarachou,35.1806,137.4889
441-2601,Tsugumuraichien,Aichiken,Kitashitaraguntsugumura,35.1658,137.6272
441-3101,Oowakichou(Oowaki),Aichiken,Toyohashishi,34.7261,137.4553
441-3102,Oowakichou(Oowakinoya),Aichiken,Toyohashishi,34.7339,137.4537
441-3103,Unoyachou(Uenoyama),Aichiken,Toyohashishi,34.7293,137.4645
441-3104,Unoyachou,Aichiken,Toyohashishi,34.7303,137.4663
441-3105,Nakaharachou(Minami),Aichiken,Toyohashishi,34.7217,137.4685
441-3106,Nakaharachou,Aichiken,Toyohashishi,34.7246,137.4758
441-3111,Harachou,Aichiken,Toyohashishi,34.7112,137.4849
441-3112,Higashihosoyachou,Aichiken,Toyohashishi,34.6903,137.4796
441-3113,Hosoyachou,Aichiken,Toyohashishi,34.6882,137.4634
441-3114,Mitsuyachou,Aichiken,Toyohashishi,34.7163,137.4619
441-3115,Houseichou,Aichiken,Toyohashishi,34.7136,137.47
441-3121,Nishiyamachou,Aichiken,Toyohashishi,34.6974,137.4525
441-3122,Kojimachou,Aichiken,Toyohashishi,34.6828,137.4459
441-3123,Komatsubarachou,Aichiken,Toyohashishi,34.6792,137.4381
441-3124,Terasawachou,Aichiken,Toyohashishi,34.6837,137.4295
441-3125,Houeichou,Aichiken,Toyohashishi,34.703,137.4336
441-3126,Fujimichou,Aichiken,Toyohashishi,34.7491,137.394
441-3131,Ooiwachou(Oyamaduka),Aichiken,Toyohashishi,34.7196,137.446
441-3132,Ooiwachou(Higashiarata),Aichiken,Toyohashishi,34.7098,137.4464
441-3133,Ooiwachou(Nishiarata),Aichiken,Toyohashishi,34.7108,137.442
441-3134,Ooiwachou(Kubota),Aichiken,Toyohashishi,34.7278,137.4292
441-3141,Ooiwachou(Kitayama),Aichiken,Toyohashishi,34.7297,137.4419
441-3142,Ooiwachou(Higashigounai),Aichiken,Toyohashishi,34.7251,137.4475
441-3143,Ooiwachou(Nishigounai),Aichiken,Toyohashishi,34.7259,137.4435
441-3144,Ooiwachou(Minamimotoyashiki),Aichiken,Toyohashishi,34.7259,137.4399
441-3145,Ooiwachou(Kitamotoyashiki),Aichiken,Toyohashishi,34.7265,137.4396
441-3146,Ooiwachou(Kitayama6),Aichiken,Toyohashishi,34.7356,137.4341
441-3147,Ooiwachou(Sonota),Aichiken,Toyohashishi,34.7241,137.4403
441-3151,Futagawachou(Kitaura),Aichiken,Toyohashishi,34.7257,137.4517
441-3152,Futagawachou(Minamiura),Aichiken,Toyohashishi,34.722,137.4496
441-3153,Futagawachou(Higashimukaiyama),Aichiken,Toyohashishi,34.7176,137.4525
441-3154,Futagawachou(Nishimukaiyama),Aichiken,Toyohashishi,34.7183,137.4495
441-3155,Futagawachou(Sonota),Aichiken,Toyohashishi,34.7217,137.4519
441-3201,Higashinananechou,Aichiken,Toyohashishi,34.6856,137.4203
441-3202,Nishinananechou,Aichiken,Toyohashishi,34.6782,137.4127
441-3203,Takatsukachou,Aichiken,Toyohashishi,34.669,137.4004
441-3211,Ikobechou,Aichiken,Toyohashishi,34.6685,137.382
441-3212,Higashiakasawachou,Aichiken,Toyohashishi,34.6636,137.3663
441-3213,Nishiakasawachou,Aichiken,Toyohashishi,34.6644,137.356
441-3214,Shiroshitachou,Aichiken,Toyohashishi,34.6553,137.3466
441-3301,Oitsuchou,Aichiken,Toyohashishi,34.6951,137.3375
441-3302,Sugiyamachou,Aichiken,Toyohashishi,34.6794,137.3231
441-3400,Ikanikeisaiganaibaai,Aichiken,Taharashi,34.6643,137.2587
441-3401,Midorigahama,Aichiken,Taharashi,34.7012,137.2903
441-3402,Yoshigochou,Aichiken,Taharashi,34.684,137.2799
441-3403,Urachou,Aichiken,Taharashi,34.6994,137.2791
441-3404,Katahamachou,Aichiken,Taharashi,34.6935,137.2634
441-3405,Himemidai,Aichiken,Taharashi,34.7064,137.275
441-3406,Hazechou,Aichiken,Taharashi,34.7086,137.2762
441-3407,Kousaki,Aichiken,Taharashi,34.7109,137.2798
441-3408,Yoshigodai,Aichiken,Taharashi,34.6843,137.2785
441-3411,Yagumadai,Aichiken,Taharashi,34.6722,137.3076
441-3412,Yagumachou,Aichiken,Taharashi,34.6686,137.3024
441-3413,Mutsurechou,Aichiken,Taharashi,34.6494,137.3186
441-3414,Higashikanbechou,Aichiken,Taharashi,34.6424,137.2954
441-3415,Kanbechou,Aichiken,Taharashi,34.6632,137.2769
441-3416,Higashiakaishi,Aichiken,Taharashi,34.6629,137.2723
441-3417,Toshimachou,Aichiken,Taharashi,34.6682,137.2881
441-3421,Taharachou,Aichiken,Taharashi,34.6713,137.2655
441-3422,Akaishi,Aichiken,Taharashi,34.6636,137.267
441-3423,Nishikanbechou,Aichiken,Taharashi,34.6478,137.2685
441-3424,Minamikanbechou,Aichiken,Taharashi,34.6366,137.2785
441-3425,Ookusachou,Aichiken,Taharashi,34.6351,137.2543
441-3426,Ookubochou,Aichiken,Taharashi,34.6507,137.2359
441-3427,Kajichou,Aichiken,Taharashi,34.6605,137.2574
441-3431,Shiroyachou,Aichiken,Taharashi,34.6852,137.2368
441-3432,Nodachou,Aichiken,Taharashi,34.658,137.2048
441-3433,Ashimurachou,Aichiken,Taharashi,34.6416,137.193
441-3434,Horutodai,Aichiken,Taharashi,34.6628,137.209
441-3435,Nisakichou,Aichiken,Taharashi,34.6738,137.2194
441-3436,Shirahama,Aichiken,Taharashi,34.6903,137.2423
441-3501,Takamatsuchou,Aichiken,Taharashi,34.6234,137.2346
441-3502,Akabanechou,Aichiken,Taharashi,34.6147,137.2007
441-3503,Wakamichou,Aichiken,Taharashi,34.6038,137.171
441-3504,Ottochou,Aichiken,Taharashi,34.5965,137.1564
441-3505,Ikeshirichou,Aichiken,Taharashi,34.6061,137.1816
441-3601,Udue,Aichiken,Atsumigun'Atsumichou,34.6579,137.1782
441-3602,Hachiouji,Aichiken,Atsumigun'Atsumichou,34.6355,137.1662
441-3603,Muramatsu,Aichiken,Atsumigun'Atsumichou,34.6361,137.1568
441-3604,Ikawadu,Aichiken,Atsumigun'Atsumichou,34.645,137.1456
441-3605,Ehima,Aichiken,Atsumigun'Atsumichou,34.6512,137.1565
441-3606,Babushi,Aichiken,Atsumigun'Atsumichou,34.6439,137.1537
441-3607,Yuuhigahama,Aichiken,Atsumigun'Atsumichou,34.6432,137.1401
441-3611,Ishigami,Aichiken,Atsumigun'Atsumichou,34.6385,137.1389
441-3612,Takaki,Aichiken,Atsumigun'Atsumichou,34.6319,137.1207
441-3613,Koda,Aichiken,Atsumigun'Atsumichou,34.6301,137.107
441-3614,Hobi,Aichiken,Atsumigun'Atsumichou,34.6201,137.0915
441-3615,Nakayama,Aichiken,Atsumigun'Atsumichou,34.6323,137.0813
441-3616,Mukayama,Aichiken,Atsumigun'Atsumichou,34.6376,137.1007
441-3617,Fukue,Aichiken,Atsumigun'Atsumichou,34.6282,137.1011
441-3621,Yamada,Aichiken,Atsumigun'Atsumichou,34.6193,137.1182
441-3622,Waji,Aichiken,Atsumigun'Atsumichou,34.5918,137.1233
441-3623,Hii,Aichiken,Atsumigun'Atsumichou,34.5829,137.0444
441-3624,Irago,Aichiken,Atsumigun'Atsumichou,34.5878,137.0381
441-3625,Kameyama,Aichiken,Atsumigun'Atsumichou,34.6089,137.0674
441-3626,Koshiodu,Aichiken,Atsumigun'Atsumichou,34.5941,137.0932
441-3627,Horikiri,Aichiken,Atsumigun'Atsumichou,34.5912,137.0722
441-8001,Nodachou,Aichiken,Toyohashishi,34.7748,137.3718
441-8002,Yoshikawachou,Aichiken,Toyohashishi,34.7717,137.3641
441-8003,Komukaichou,Aichiken,Toyohashishi,34.7668,137.3604
441-8004,Yoshizakichou,Aichiken,Toyohashishi,34.7729,137.3322
441-8005,Fukushimachou,Aichiken,Toyohashishi,34.7698,137.3378
441-8006,Takasuchou,Aichiken,Toyohashishi,34.7706,137.3513
441-8007,Mamidukachou,Aichiken,Toyohashishi,34.7715,137.3578
441-8008,Mitsuaichou,Aichiken,Toyohashishi,34.7748,137.3641
441-8011,Komoguchichou,Aichiken,Toyohashishi,34.7707,137.3725
441-8012,Hadachou,Aichiken,Toyohashishi,34.7642,137.3778
441-8013,Hanada1banchou,Aichiken,Toyohashishi,34.7629,137.3791
441-8014,Hanada2banchou,Aichiken,Toyohashishi,34.7623,137.3756
441-8015,Tsukijichou,Aichiken,Toyohashishi,34.7619,137.3719
441-8016,Shinsakaechou,Aichiken,Toyohashishi,34.7653,137.3647
441-8017,Kitagawachou,Aichiken,Toyohashishi,34.7646,137.3742
441-8018,Hanada3banchou,Aichiken,Toyohashishi,34.7634,137.3745
441-8019,Hanadachou(Sonota),Aichiken,Toyohashishi,34.7634,137.3743
