title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
Nikaido Kazumi,2011-10-15,Folk,WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,3500yen,4000yen
"Gianni Gebbia, Teruyuki Oshima, Mitsuhisa Sakaguchi, Marcos Fernandes",2011-10-15,Improvised,Shichoushitsu Sono 3,http://shicho.org/,"5-195 Chojamachi, Nakaku, Yokohama",http://shicho.org/s3access/,"Hinodecho, Yokohama",Hinodecho station on Keihin Kyuko Line.,¥2000+drink,¥2500+drink
"popo, ueno shigeto, ju sei, core of bells",2011-10-15,Experimental,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,2000円,2300円
"Molester NF, Jah Excretion, L'eclipse Nue, Blackphone666, Linekraft",2011-10-15,Noise,Suizokkan,http://naks.biz/suizokukan/,"1-10-7-B1 Hyakuninchou,Shinjuku-ku, Tokyo",http://naks.biz/suizokukan/map/index.html,Shin-Okubo,Near Shin-Okubo station (JR Yamanote Line),,1200 yen (plus 1 drink)
"Peter Brötzmann, Fred Lonberg-Holm, Paal Nilssen-Love + Jim O'Rourke & Michiyo Yagi",2011-10-15,Free Jazz,Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",4500 yen,5000 yen
"THE ACT WE ACT, RECEIVERS PON PON HEAD, V/ACATION, CDR + デビスコ, ELMO, many more",2011-10-15,Mixed Genre,Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,,1300 (さんま食べ放題付き)
"Gianni Gebbia (sax), Carl Stone (laptop) + special guest",2011-10-16,Avant garde,Lady Jane,http://bigtory.jp/,Daizawa 5-31-14 Setagaya-ku Tokyo 1F,,Shimokitazawa,,,
"Psysalia psysalis psyche, kuruucrew, 6eyes, TADZIO, mu-neujohn, 2UP, Hate no hate...",2011-10-16,Party,Womb,http://www.womb.co.jp,"Studio Arias, 2-16 Maruyama-cho, Shibuya",,Shibuya,Shibuya,2500yen,3000yen
"EGO-WRAPPIN and THE Bikini Bandits, BREAKfAST, AUTORA, Doddodo, DJ-NAKATANI",2011-10-16,Mixed Genre,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,3500yen,3800yen
"CASE OF TELEGRAPH 2011: TAKO, EP-4 unit3, NON BAND, Concretes, WECH-UNIT",2011-10-16,Festival,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3000 yen, 3500 yen
"ineedme band, 田嶋寛記 (hanot), 1000pounds, 關伊佐央, save the last dance for me, TropeN",2011-10-16,Mixed Genre,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,1000,1300
"deux doux, Karenin, miko",2011-10-16,Indie,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,1000円 ,1500円 
"Nihon Rock Festival: the mornings, dostuitarunen, Omori Seiko, H∞B, Sasaguchi + more",2011-10-16,Festival,Muryoku Muzenji,http://blog.livedoor.jp/muzenji/,"3-67-1 Koenji Minami, Suginami-ku",,Koenji,Koenji,1000,1000
Bellydance Concert by Ruben van Rompaey,2011-10-16,World,,,,,,,3500,4000 (include 1 drink)
"Gianni Gebbia, Samm Bennett, Takaoka Daysuke special guest Aya Fukami",2011-10-17,Improvised,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,,
"Peter Brötzmann, Fred Lonberg-Holm, Paal Nilssen-Love + Akira Sakata & Masahiko Sato",2011-10-16,Free Jazz,Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",4500 yen,5000 yen
"DEEP BLUE, PLASTIC GIRL IN CLOSET, shojoskip, Day and Buffalo",2011-10-18,Indie,Club Que,http://www.ukproject.com/que/index.html,"BigBen Building B2F, 2-5-2 Kitazawa",http://www.ukproject.com/que/access/,Shimokitazawa,Shimokitazawa,2300,2500
"M☆N☆T: gokuraku-shoutengai, neonrocks, サプリメント9万円, glow and the forest",2011-10-18,Indie-Pop,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2000,2300
K-Syndrom,2011-10-18,Electronic Rock,Heaven's Door,http://www.geocities.jp/xxxheavensdoorxxx,1-33-19 B1 Sangenjyaya,,Sangenjaya,Sangenjaya,,2500
"MANDOG, DJs XPRXO, Polynomi",2011-10-19,Other,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,free! (with order)
Fred Lonberg-Holm & Jim O'Rourke: Chicago in Tokyo,2011-10-19,WTF?,Koen-Dori Classics,http://koendoriclassics.com,"Tokyo Yamanote Church Bldg B1, 19-5 Udagawa-cho",,Shibuya,Shibuya,,3000 yen
BRAHMAN,2011-10-20,Rock,Zepp Tokyo,http://www.zepp.co.jp,"Palette Town, 1 Aomi, Koto-ku, Tokyo",http://hall.zepp.co.jp/tokyo/access.html,Aomi,Aomi,2500yen,
"Peter Brötzmann, Michiyo Yagi, Tamaya Honda",2011-10-20,Free Jazz,Aketa No Mise,http://www.aketa.org/mise.html,東京都杉並区西荻北 3-21-13 吉野ビルB101,http://www.aketa.org/akechizu.html,Nishi-Ogikubo,Nishiogikubo,3000 yen,3500 yen
"Ruins-Alone, GROUNDCOVER, HUH, エポケー, three minutes over dead",2011-10-20,Other,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,1500,1700
"HIDEKI KAJI, THE LOVE NINGEN",2011-10-20,Indie-Pop,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2500,3000
HERBESTA FESTIVAL '11,2011-10-21,Festival,,,,,,,,Free
"Faron Square, Friends, Moscow Club, DJs NITES (Jesse Ruins), YYOKKE, ODA, more",2011-10-21,Indie,Home,http://www.toos.co.jp/home,"Gloria Miyamasuzaka III B1F, 1-10-7 Shibuya",,Shibuya,,,"1,500yen (1D)"
HERBESTA FESTIVAL '11,2011-10-22,Festival,,,,,,,,Free
one box record fair & one coin funk,2011-10-22,DJ,,,,,,,,500
BLIP FESTIVAL TOKYO 2011,2011-10-22,Chiptune,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3000yen,3000yen
"HALFBY AND HIS MYSTIC ARKESTRA, DE DE MOUSE + his drummer, HIDEKI KAJI, アナ, more",2011-10-22,Party,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu",3000,3500
"FALSETTOS, JON THE DOG, water fai, She Talks Silence, THE PLUMPS",2011-10-22,Indie,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2000,2500
"人生エンジョイ 其の六 -Let's ENJOY! vol.6: Yenduba, TEMPEST, CxPxS, Neta-Obake, Osharezu, Ikumashi",2011-10-22,Punk,Moon Step,http://wall-moonstep.com/moon/top.html,"5-39-16 Chuo, Nakano-ku",,Nakano,"Shin-Nakano, Nakano",1500,1800
"Hz-records 1st Anniversary: DUB-Russell, Fugenn & The White Elephants, Pakchee, more",2011-10-22,Electronic,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",,2000yen
OWL CITY,2011-10-22,Pop,Stellar Ball,http://www.princehotels.co.jp/shinagawa/aquastadium/livehall,Shinagawa Prince Hotel 東京都港区高輪4-10-30,,Shinagawa,,6000yen,
"THE BOYS, MENACE, TV SMITH & TOKYO ADVERTS",2011-10-22,Punk,Club 251,http://www.club251.com,"5-29-15 Daizawa B1, Setagaya-ku",http://www.club251.com/access/index.html,Shimokitazawa,Shimokitazawa,5800yen,6300yen
Oliver Mann,2011-10-22,Other,440 (Four Forty),http://www.club251.co.jp/440/index.html,"SY Bldg 1F, 5-29-15 Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,2000,2500
"Sawas Phool, The Planets, Matty B and the Black River Band, Danny Katz",2011-10-22,Rock,Gamuso,http://www.gamuso.com,"Takuei Building 2F, Asagaya-kita 2-12-5",,Asagaya,Asagaya,FREE,FREE
HERBESTA FESTIVAL '11,2011-10-23,Festival,,,,,,,,Free
"TOKYO BOOT UP!: 東京カランコロン, Addiction, ANGRY PENGUIN ROBO, Prague, more",2011-10-23,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,2000,2500
"cinema staff, dry as dust, the cabs, wozniak, QOOLAND, white white sisters, more",2011-10-23,Indie,Lush,http://www.toos.co.jp/lush,"B1F Gloria Miyamasuzaka, 1-10-7 Shibuya",,Shibuya,Shibuya,2500,3000
BLIP FESTIVAL TOKYO 2011,2011-10-23,Chiptune,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3000yen,3000yen
"WE SOLD OUR SOUL FOR HEAVY ROCK vol.1: Breakfast of Champions, Volume, Sithter, disburden, URiTA",2011-10-23,Alternative,Zher The Zoo,http://www.ukproject.com/zherthezoo,"Yoyogi Park Bldg B1F, Yoyogi 1-30-1",,Yoyogi,,2300,2800
"THE BOYS, MENACE, TV SMITH & TOKYO ADVERTS",2011-10-23,Punk,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,5800yen,6300yen
"TOKYO BOOT UP!: ザリガニ＄, 日の毬, GOODBYE APRIL, THE AKABANE VULGARS ON STRONG BYPASS, more",2011-10-24,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,2000,2500
"TOKYO BOOT UP!: Metro-Ongen, The Watanabes, Sorrys!, Owarikara, Sunset Drive, more",2011-10-25,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,"2,000","2,500"
Russian Red,2011-10-25,Pop,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu",3500yen,
KAKI KING,2011-10-27,Instrumental,Cotton Club,http://www.cottonclubjapan.co.jp,"TOKIA 2F, TOKYO Bldg, 2-7-3 Marunouchi, Chiyoda-ku",http://www.cottonclubjapan.co.jp/en/access/,Tokyo,"Tokyo, Yurakucho","￥6,500",
GIRLS,2011-10-27,Lo-Fi,DUO Music Exchange,http://www.duomusicexchange.com,"2-14-8 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,5000yen,
"wrench, Hinomaru, kuruucrew, milkcow",2011-04-23,Indie-Rock,Heaven's Door,http://www.geocities.jp/xxxheavensdoorxxx,1-33-19 B1 Sangenjyaya,,Sangenjaya,Sangenjaya,2000,2300
The Vaccines (CANCELLED),2011-04-12,Indie,Astro Hall,http://www.astro-hall.com,"New Wave Harajuku, B1, 4-32-12 Jingumae",http://www.astro-hall.com/access/,Harajuku,"Harajuku, Meijijingumae, Omotesando",4000yen,
"Sachiko, ENDON + Keiko Higuchi, OCTOBER REVOLUTION, Jahiliyyah",2011-04-11,Noise,URGA,http://www.urga.net,"2-42-16-B1 Kabuki-cho, Shinjuku",,Shinjuku,,2000,2300
"OORUTAICHI, Masako Yasumoto, kicell, DJ Shinco (SCHADARAPARR)",2011-02-26,All Mix,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2800yen,3300yen
On Fillmore (CANCELLED),2011-04-01,Experimental,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3300円,3800円 (plus drink)
"COSMO-SHIKI, nano sound museum, CANDLES, ExceNtRip, E=mc2",2011-04-12,Electro-Pop,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,2500,3000
"nature airliner, Tyrone Teru and Miwa, Richard Ruegg, Shoei",2011-02-26,Acoustic,,,,,,,N/A,1500 yen (Free for kids) )
"emulsion, Heaven, She Said",2011-02-06,Electronic Rock,Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,500円＋ドリンク代
"hideki kaji, plasticzooms, nag ar juna",2011-01-28,Indie,Astro Hall,http://www.astro-hall.com,"New Wave Harajuku, B1, 4-32-12 Jingumae",http://www.astro-hall.com/access/,Harajuku,"Harajuku, Meijijingumae, Omotesando",2500,3000
"Che-a, BO-PEEP, KETTLES, JONNY",2011-01-14,Rock,Lush,http://www.toos.co.jp/lush,"B1F Gloria Miyamasuzaka, 1-10-7 Shibuya",,Shibuya,Shibuya,2000,2300
JOHN BUTLER TRIO,2011-01-14,Rock,Yokohama Blitz,http://www.tbs.co.jp/blitz,"5-1-3 Minato-Mirai, Nishi-ku, Yokohama",,Yokohama,,6000yen,
"DIGITALISM, DEXPISTOLS, OFF THE ROCKER (Shinichi Osawa + Masatoshi Uemura), !SOBE...",2011-01-14,Electro,AgeHa,http://www.ageha.com,"2-2-10 Shin-Kiba, Koto-ku",http://www.ageha.com/access/,Shin-Kiba,Shinkiba,4000yen,
PLASTIC GIRL IN CLOSET,2011-01-14,Shoegaze,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,2500,2800
"moools, HINTO, worst taste",2010-12-04,Indie-Rock,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2800,3300
Akiko Takada (dance) + Gianni Gebbia (sax),2010-11-11,Improvised,Muriwui,http://www.ne.jp/asahi/cafe/muriwui/index.html,"4-1-22-3F Soshigaya, Setagaya",http://www.ne.jp/asahi/cafe/muriwui/info.html,Soshigaya-Ōkura,Odakyu Soshigaya Okura,,no music charge: 投げ銭制
プチChaos (Laurier Tiernan and Friends Live @ T-Toc Records),2010-11-20,Mixed Genre,At Home,http://www.athome.jpn.org/,"MIK Building 4F, Daita 1-31-10, Setagaya-ku",,Shimokitazawa,,,2000 yen
"dry as dust, AFRICAEMO, the SHUWA, your gold, my pink",2010-11-12,Indie,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,2000yen,2500yen
Gianni Gebbia (sax) + Fukami Aya (voice and piano),2010-11-12,Acoustic,La Cana,http://www1.ttcn.ne.jp/LaCana,"Kitazawa 2-1-9 B1, Setagaya-ku, Tokyo",,Shimokitazawa,Shimokitazawa,,
"OORUTAICHI, la veuve moustachue, Internet 2, minikomi, DJ loco2kit, VJ SphinkS",2010-11-12,Electronic,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2300,2500
WILD MOOD SWINGS #3 - Halloween Special (free DJ party),2010-10-31,Party,Beat Cafe,https://www.facebook.com/beatcafe,"2-13-5-B1, Dogenzaka, Shibuya-ku",,Shibuya,"Shibuya, Shinsen",,Free!
"HIGUCHI + KOU + TOKUNAGA + JUNKO (∈Hijokaidan), UGUISU + MORONE, SASAGUCHI + HIRAGA + HOSOMI",2010-10-31,Art,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,,1500
"MISTAKE VOL 19: DERACINE, MARUOSA, V/ACATION, HIMO, T.D.K",2010-10-31,Hardcore,,,,,,,,900
"REAL ESTATE, WOODS",2010-11-02,Indie,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4200yen,4700yen
"icon girl pistols, zoobombs, red bacteria vaccuum, team verys",2010-11-01,Indie-Rock,Cave Be,http://www.cave-be.net/tokyo/,"Kitazawa Plaza B1F, 2-14-16, Kitazawa, Setagaya-ku",http://www.cave-be.net/tokyo/access,Shimokitazawa,Shimokitazawa,2000,2500
"eastern youth, toe, SAKEROCK",2010-11-02,Indie-Rock,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,3990,4500
"Marcos Fernandes, Yuki Saga",2010-11-02,Improvised,Golden Cup,http://goldencup.jp/,1-35 Honmoku-cho Nakaku Yokohama,,Yokohama,"Yamate, Motomachi-Chukagai",2000,2300
Damo Suzuki's Network,2010-11-02,Improvised,,,,,,,,
"GAN-BAN NIGHT SPECIAL feat. EROL ALKAN, SHINICHI OSAWA, !SOBE, more",2010-11-02,Dance,Womb,http://www.womb.co.jp,"Studio Arias, 2-16 Maruyama-cho, Shibuya",,Shibuya,Shibuya,4500yen,
Dirty T's Meet Max Blues,2010-11-02,Rock,Warrior Celt,http://www.warriorcelt.jp,"3rd floor, Ito Bld. 6-9-22 Ueno, Taito-ku,",,Ueno,,,
Gianni Gebbia + Samm Bennett,2010-11-02,Avant garde,Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,,2000
"ALTERNATIVE CURRENT Vol.4 w/ Large House Satisfaction, Thatta, Paranoid Bee, DJs",2010-11-02,Indie-Rock,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,,￥2000 w/1d
"GRRRLS TALK RELEASE PARTY with Aias, Sloppy Joe, twee Grrrls Club, Hideki Kaji, more",2010-11-02,Party,Liquid Loft,http://www.liquidroom.net/schedule/liquidloft/,"Liquid Room 2F, 3-16-6 Higashi, Shibuya-ku, Tokyo",,Ebisu,,,3000yen (with Flyer 2500yen)
"WINSTON SMITH Talk & Collage Workshop, Gianni Gebbia + Yamamoto Tatsuhisa, more",2010-11-03,Avant garde,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,1000円
"MAKINO Takuma, KOU Katsuyoshi, OONO Yuuki",2010-11-03,Indie,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,1500,1500
"REAL ESTATE, WOODS",2010-11-04,Indie,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4200,4700
Damo Suzuki's Network,2010-11-04,Improvised,Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku",,
"mike watt & the missingmen, Lou Barlow, Adebisi Shank, LITE",2010-11-04,Indie-Rock,Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,3500yen,
"Possible Spaces v.4.4: Marcos Fernandes, mori-shige, Montage, Sakana Hosomi, Aen",2010-11-04,Ambient,Uplink Factory,http://www.uplink.co.jp/factory,東京都渋谷区宇田川町37-18 トツネビル1F,,Shibuya,,2000,2300
"Belgian Night: Alek et Les Japonaises, Karel",2010-11-04,Pop,Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,Donation
Damo Suzuki's Network,2010-11-05,Improvised,Chikyuya,http://www.chikyuya.info/index.html,Kunitachi-shi Higashi 1-16-13 B1,http://chikyuya.info/contents/access,Kunitachi,Kunitachi,,
"NINJA TUNE XX TOKYO with THE QEMISTS, DJ KENTARO, TODDLA T, ESKMO",2010-11-05,Dance,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,4500,未定 (ドリンク別)
"Schreckwurmer, 堕空 福田理恵 with 伊藤まく, the ひゃくたたき, self deconstruction, Dumb12",2010-11-05,All Mix,Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",2000yen (+1drink),2400yen (+1drink)
"Gianni Gebbia, Kita Yoichiro, Yukino No, Pearl Alexander, Shuri",2010-11-05,Improvised,Knuttel House,http://www.knuttelhouse.com/,"4-1-8 Matsugaya, Taito-ku, Tokyo",,Iriya,"Iriya, Uguisudani, Asakusa, Tawaramachi",,2000yen
"NINJA TUNE XX TOKYO with COLDCUT, DJ FOOD & DK, ROOTS MANUVA & TODDLA T, KID KOALA...",2010-11-05,Dance,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,5500,未定 (ドリンク別)
"Ducktails (Real Estate) & Nonhorse (Woods), AAPS",2010-11-05,Other,Beat Cafe,https://www.facebook.com/beatcafe,"2-13-5-B1, Dogenzaka, Shibuya-ku",,Shibuya,"Shibuya, Shinsen",,1000yen＋drink
"Damo Suzuki with Hideki Ishima, Toshiaki Ishizuka, Tetsu Yamauchi",2010-11-06,Improvised,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,,
"13complex vol.14 w/ Ware Ware, Makino Eri, Kazuki Takahashi, more @ Gallery Size",2010-11-06,Party,,,,,,,,2000yen （カナッペ＋1ドリンク付）
"DIE YOU BASTARD!, FIREBIRDGASS, ENSLAVE, BAD ATTACK, HOT&COOL, ガンフロンティア",2010-11-06,Hardcore,20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,1500yen (+1drink),1800yen (+1drink)
OWL CITY,2010-11-06,Pop,Shibuya Ax,http://www.shibuya-ax.com,"Jinnan 2-1-1, Shibuya",,Shibuya,,Y6000,
"Gianni Gebbia quartet with Masa Ogura, Mikio Ishida and Tomino Youta",2010-11-06,Jazz,Nardis,http://knardis.com/knardis.com/Welcome.html,"1F 3-2-6 KS Building, Kashiwa, Kashiwa City, Chiba",,Kashiwa,Kashiwa,,￥3000
"Gogatech, DJ Ezra Woolnough, DJ James Hadfield, DJ Ian Martin",2010-11-06,Mixed Genre,Knock (Koenji),http://knockkoenji.com,Koenji Minami 3-48-6 B1F,http://knockkoenji.com/access/,Koenji,Koenji,FREE,FREE
"Damo Suzuki with Eiko Ishibashi, Mito, OLAibi, Seiichi Yamamoto, Tatsuhisa Yamamoto..",2010-11-07,Improvised,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,,
"Gianni Gebbia (saxophone), Isohata Shinichi (guitar)",2010-11-07,Improvised,Sound Cafe dzumi,http://www.dzumi.jp,"Kiyono Building 7F, 1-2-3 Gotenyama, Musashino-shi",,Kichijoji,,,"2,500円"
"SCAMP, 九狼吽, REALITY CRISIS, PSYREN, LITTLE BASTARDS, CHARM",2010-11-07,Hardcore,Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",1700yen (+1drink),2000yen (+1drink)
"Gianni Gebbia (sax), Takuji Kawai (piano), Takaoka Daisuke (tuba)",2010-11-08,Improvised,Buddy,http://www.buddy-tokyo.com,Nerima Asahigaoka 1-77-8 Futaba Hall B2F,http://www.buddy-tokyo.com/map_m.html,Ekoda,Ekoda,2500,2800
"VOLCANO CHOIR, COLLECTIONS OF COLONIES OF BEES",2010-11-08,Indie,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4500,5000
As Dusk Fades @ the Aldgate,2010-11-08,Acoustic,,,,,,,,
"The Stingrays, The New House, Umibachi, She Talks Silence, Anisakis, The Bitchs",2010-11-09,Post-Punk,Star Lounge,http://www.starlounge.jp/,"4-7, Udagawa-cho, Shibuya-ku",,Shibuya,,2000,2500
"Ostooandell, SF",2010-11-09,Indie-Rock,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,2300,2800
"Gianni Gebbia (sax), Takada Akiko (dance), Samm Bennett (percussion)",2010-11-09,Improvised,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,,
"Test Tone vol. 63 with Jean-François Laporte, Benjamin Thigpen, Jérôme Fouquet, more",2010-11-09,Experimental,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,Free (with order)
"Gianni Gebbia, Takaoka Daisuke, Yamamoto Tatsuhisa + saxophone guests",2010-11-10,Improvised,Sabaco,http://sabaco.jp,"YK Building B1F, 2-1-19 Nishi-Waseda, Shinjuku-ku",http://sabaco.jp/access/,Waseda,Waseda,,
"Japan Music Week ElectRock Fest: Ken Machines, Doubleffe, Dave Skipper, mnstr island",2010-11-09,Electronic Rock,R Lounge,http://rlounge.jp,"6F/7F Tosen-Udagawa Bld, Udagawa-cho, Shibuya-ku",http://rlounge.jp/access.html,Shibuya,Shibuya,Free w/ wristband,"￥1,500 w/out wristband"
"BALEINE 3000 + ILLREME, MISS HAWAII AND HER SISTER + HALLO WERNER CLAN, SUN OK PAPI K.O., more",2010-11-10,Electronic,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,2000,2500
"RYU KONNO, U-zhaan, Masayasu Tzboguchi, Amtb3110, Shuta Hasunuma, Zycos, more",2010-11-10,Mixed Genre,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,1500 yen,2000 yen
"Marcos Fernandes, Dai Nakamura, Takumi Ito, Minoru Yonemoto",2010-11-10,Post-Rock,Airegin,http://goo.gl/gtr9U9,"5-60 Sumiyoshi-cho, Naka-ku, Yokohama, Kanagawa",,Yokohama,"Bashamichi, Kannai, Sakuragicho",,
